,FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,FIPS ,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016",FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,MILK_PRICE10,SODA_PRICE10,FFR09,FFR14,FSR09,FSR14,REDEMP_SNAPS12,REDEMP_SNAPS16,PCT_SNAP16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,PCT_NSLP15,PCT_SBP15,PCT_SFSP15,REDEMP_WICS08,REDEMP_WICS12,PCT_WIC15,PCT_CACFP15,FDPIR12,DIRSALES07,DIRSALES12,FMRKT09,FMRKT16,FMRKT_SNAP16,FMRKT_WIC16,FMRKT_WICCASH16,FMRKT_SFMNP16,FMRKT_CREDIT16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16,FRESHVEG_ACRES07,FRESHVEG_ACRES12,ORCHARD_ACRES07,ORCHARD_ACRES12,BERRY_ACRES07,BERRY_ACRES12,SLHOUSE07,SLHOUSE12,GHVEG_SQFT07,GHVEG_SQFT12,FOODHUB16,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,Food_Insec,Food_Insec_Children
219,6069,38.27462049250032,0.642313050715591,56.425844505961756,2.348513633320668,0.41795581609944094,0.11760661491975612,9.69802239953681,29.06873654308925,76521.0,9.3,0,14.0,0,1,0.0,6069,55269,56159,56799,57471,58098,58473,59414,15.6,12.6,-3.0,5.7,4.5,-1.2,10.4,10.8,9762.88953347047,9765.67326335152,0.02851338091562399,17.664313690261213,17.669350383309848,1645.179402437,1729.88025945504,5.148426785101548,2.976676622404965,3.129928638938718,81.0493049780717,211.876124550731,161.41633738630475,0.48229279963148886,1.2607921722745075,176.792088336522,1.0520207577299732,2612.99901012107,2613.35741610601,0.013716269449461343,4.727784128754039,4.728432604364128,1168.03569734358,1168.69240761251,0.056223475911169475,2.113364991846388,2.1145531991034936,7312.55818714166,13.230849458361217,58.2659685382405,0.10542251268928424,3471.88921599377,6.281802124145126,334.032331540239,0.6043755659415567,93.5652471578344,0.16929064603635746,11.2272609372449,0.02031384851769509,1956.02427466745,3.5390983637616933,0.9964433,1.130546,28,27,29,34,327282.72638783266,220479.79653250778,10.961725188552148,0.5,1.0,0,0,1,1,8.35833883912808,4.321251019228138,0.3271212041399707,236624.0,179603.5,3.2316033504102637,1.438477118478364,0,666.0,1827.0,2.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23160.0,8557.0,7447.0,7215.0,76.0,5.0,0.0,0.0,-1.0,340200.0,0,1.0,1.0,6,18
149,5079,65.77048252440922,29.79340597141644,3.1979623602660254,0.14150275930380643,0.24762982878166126,0.007075137965190322,12.438092542804585,19.40710343851705,40216.0,25.1,0,27.4,1,1,0.0,5079,14134,14322,14139,14023,13967,13841,13705,14.9,14.9,0.0,6.4,6.0,-0.4,11.2,11.5,4852.66787519033,4694.28736413289,-3.2637822148755316,34.333294716218546,33.21273074948981,2916.10040474549,2372.17719565252,-18.652417050106415,20.631812683921677,16.78348093711985,396.055184844418,408.615736542431,3.1714145348071003,9.414195028391207,9.712758177856692,154.335807959454,3.6685478478596147,380.068306500424,353.017130104906,-7.117451240435857,2.6890357046867415,2.4976448995677516,254.355285079434,235.417327801801,-7.445474259250698,1.7995987341123107,1.6656100735941772,2181.85593287551,15.436931745263266,2339.98070306313,16.55568631005469,181.637471420028,1.285110169945012,16.083587055793,0.11379359739488468,7.07572389056804,0.05006172272936211,1.00000001490116,0.007075138070618084,148.291432291062,1.0491823425149427,1.053402,0.9502338,2,5,10,6,251014.3143529412,132835.0716521739,13.647461656462248,0.0,1.0,0,0,0,0,10.778147014106487,6.0607861986620115,1.043615548162584,-1.0,-1.0,2.8278648239005792,2.2827348294475462,0,-1.0,-1.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,0.0,-1.0,-1.0,0,0.0,0.0,22,26
1176,23001,91.8562329390355,3.582106181872203,1.5496462461235632,0.7177211193849696,0.3556108521661622,0.026926148075244655,14.098159737052237,22.569683014243004,48930.0,15.0,0,21.8,0,1,0.0,23001,107702,107394,107539,107370,107408,107245,107319,11.4,9.7,-1.7,4.2,4.5,0.3,7.7,10.3,12164.6274898028,12978.3240816559,6.6890383000646185,11.294709002435239,12.050216413488977,3127.90084535426,3822.95642624008,22.221151348776182,2.904217976782474,3.5495686489016727,870.161409490908,1023.39237638206,17.609487759380237,1.9635821042331219,2.3093588545234347,936.154064673217,2.112499299725188,2470.37350139735,2748.88319019848,11.273991104729417,2.293711817233988,2.5523046834770757,2178.56289176669,2274.17184171724,4.388624735686044,2.0227692074118306,2.111540957194147,12327.8032650349,11.446215729545319,263.325783797121,0.24449479470866,148.026983447613,0.13744125777386956,125.691965831651,0.11670346496040092,42.884729305486,0.03981795073952758,1.0651936824579,0.000989019407678502,217.553159102545,0.20199546814594435,1.128062,1.03123,61,76,87,77,302947.74528985505,210330.9458343634,14.326850066730303,0.0,1.0,0,0,1,1,7.540883664528241,7.054822677322678,1.0025366200064996,93039.71,83390.0,1.6384970526461495,0.8349707521394267,0,2306.0,2263.0,2.0,6,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,694.0,749.0,558.0,479.0,107.0,75.0,2.0,2.0,-1.0,37179.0,0,0.0,1.0,16,23
837,19099,95.77113077465935,1.2594321698061994,1.4575755930731231,0.44242983551381576,0.2741436404104012,0.0217143477552793,16.527332935236956,22.846208132023236,53765.0,9.3,0,12.9,0,0,0.0,19099,36842,36631,36566,36743,36830,36729,36708,13.5,14.8,1.3,6.3,6.1,-0.2,7.5,8.3,6078.21036028781,6166.54282155932,1.453264300436747,16.49804668662887,16.73780690939504,1506.89062509231,1445.77790260685,-4.05555130995101,4.090143382803078,3.9242655192629337,196.782123863542,225.324555411493,14.504585572896683,1.3290701328079293,1.521846247544867,255.553080461178,1.7260102692231394,1469.62480805887,1502.66063976555,2.2479092299969317,3.988993018996987,4.078661961254953,1043.89509860401,1053.26093347142,0.8972007704543197,2.833437648889881,2.858859273306064,6052.38623374418,16.42795242859828,18.0903195976716,0.04910243634349818,59.1142711547291,0.16045348014420796,26.331281544306,0.07147082553690354,13.0640340954997,0.03545962242956327,0.300078198313713,0.000814500293995204,56.3708835334619,0.1530071210397424,0.873642,0.9790413,27,19,17,15,198568.72868571428,169017.9215294118,12.083352341042646,1.0,1.0,0,0,0,1,12.218996113510713,3.145442855226753,0.5346843800007619,43230.55,45767.1,2.0321159550932983,1.412745738578616,0,177.0,343.0,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,86.0,84.0,40.0,2.0,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,12,16
2355,45081,58.10314465408805,26.143396226415096,14.374842767295599,0.1811320754716981,0.21635220125786164,0.05534591194968553,16.07547169811321,23.049056603773586,41409.0,18.3,0,29.6,1,1,0.0,45081,19875,19872,19977,20123,20098,20171,20197,15.4,13.2,-2.2,5.2,4.6,-0.6,9.2,9.8,930.309558968531,1970.14568328287,111.77313124324384,4.680802812420282,9.912682683184252,420.879362411567,959.246069294965,127.91473162253631,2.1176320121336705,4.82639531720737,447.27050024632,518.094242387231,15.834655337632839,5.942214697041584,6.883143913740282,121.81874673611,1.6184236314083964,211.481678076549,501.383221893977,137.08116298968164,1.0640587576178566,2.5226828774539722,156.216224073285,276.754931492165,77.16145242528218,0.7859935802429434,1.3924776427278742,957.28396882479,4.816523113583849,559.756432653333,2.816384566809223,512.603943831113,2.5791393400307574,4.76415708530112,0.02397060168704966,11.3922789971002,0.05731964275270541,19.662707798183,0.09893186313551196,417.286147218478,2.0995529419797636,1.082025,0.9486629,3,5,8,8,263748.2092146597,147356.56368,15.466671934295467,1.0,1.0,1,1,1,1,9.865435583416017,5.437713734435207,1.3594365854286208,-1.0,-1.0,2.339831845292195,0.8007318409214105,0,-1.0,347.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5162.0,5915.0,23.0,5.0,2.0,2.0,0.0,-1.0,0,0.0,1.0,13,20
2574,48107,43.32398085492656,3.2843703581449084,52.335368872751275,0.06601749463607856,0.21455685756725532,0.03300874731803928,17.46162733124278,28.83314078230731,34562.0,22.8,1,34.8,1,1,1.0,48107,6059,6089,6097,5978,5883,5985,5992,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,277.613833725423,291.171379013875,4.883598596841282,4.58184244471733,4.805601238057023,113.747773452564,139.932518864098,23.020007000360113,1.877335755942631,2.309498578380888,30.2598666045158,27.380439487206,-9.51566361789609,1.352698551833518,1.2239803078768887,26.8213552624839,1.1989877184838578,48.5122911747471,48.5122911747471,0.0,0.8006649806031869,0.8006649806031869,68.4403302594279,74.1638603454036,8.362803137098062,1.1295647839483065,1.2240280631358906,271.62713710621,4.483035766730649,2.99999987495018,0.04951311891318997,44.6256145023768,0.7365178165105924,0.0,0.0,4.00000010686927,0.06601749639988892,0.0,0.0,12.5442420954585,0.2070348588126506,1.095938,0.9748207,4,1,1,1,85193.31700000001,88056.02300000002,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,-1.0,-1.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,94.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,25
1337,27049,93.16631661000801,0.928913236472295,2.905831149990256,0.5867960071887923,1.026351687850508,0.03681008163176926,16.443279994803284,23.710023168698438,60285.0,8.9,0,10.8,0,0,0.0,27049,46183,46282,46399,46390,46349,46438,46676,10.6,9.9,-0.7,4.8,3.8,-1.0,5.7,7.1,11089.8229610659,8134.53966503857,-26.648606622510794,24.012781675217937,17.613709947466752,2683.80404989678,1931.48270932493,-28.03190272407497,5.811238009433731,4.182237423564797,461.843625622392,419.765710530152,-9.110857605869251,2.465796185917736,2.241141006567816,252.060946308245,1.345760524870502,2648.43388579653,1932.16462078319,-27.045012105254735,5.734651031324361,4.183713965708572,2068.91703871817,1521.2935107341,-26.469090724070725,4.479823828504363,3.2940551950590042,7620.77491102436,16.501255680714465,104.424913506955,0.22611115238714458,250.713077498309,0.5428687558155793,55.1276947756778,0.11936793793317411,103.315970600906,0.22370995951087194,4.98528439481743,0.010794630913577357,245.910936986562,0.5324706861541303,0.873642,0.9790413,36,30,36,35,122399.90436548222,78407.18942857144,8.67772038597437,0.0,0.0,0,0,1,1,11.180059977113062,3.9130489395026293,0.9618379792749701,59447.88,49930.68,2.175074331544373,1.7046388129978285,0,544.0,575.0,0.0,2,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,339.0,56.0,235.0,178.0,4.0,2.0,2.0,2.0,0.0,566.0,0,0.0,1.0,9,15
1227,25023,83.92100525540543,6.8679925401934465,3.1558699504363337,1.1977717565904722,0.20690254364855665,0.023842285303251644,13.910559101590362,24.140313869542286,74736.0,9.7,0,12.4,0,1,0.0,25023,494919,498268,499622,503281,506937,509880,513565,14.9,15.8,0.9,7.1,7.4,0.3,6.4,7.1,222807.920428684,202026.561193111,-9.327028947440255,45.019067853261646,40.82012636272016,30177.3907712956,28827.3354718827,-4.473731044690109,6.09744034302494,5.824657261467573,3942.97010260145,3287.27522794705,-16.6294660520452,2.1769210950396136,1.81491074056019,4974.22934344812,2.7462812315449576,54983.6170023353,49852.2440013797,-9.332549004074526,11.109619352325389,10.072808682103476,31263.0485315704,28188.3601008148,-9.834896387825658,6.316801038466981,5.6955502013086585,190703.437127369,38.532252172046135,3637.91980660316,0.7350535757574794,3061.35251675916,0.6185562721898251,1852.50428156205,0.37430453903811534,437.079178262411,0.08831327515460327,47.5995026679028,0.009617634939839205,5348.02122539896,1.080585151388199,1.084805,0.9302243,298,306,369,410,267606.6448623088,232571.17873032528,11.363419159664458,1.0,1.0,1,1,1,1,7.5860219662540835,2.489745998997413,0.8774403473908451,94244.27,88555.49,1.6669826116187663,1.1058188614130826,0,1568.0,1786.0,10.0,18,4.0,4.0,5.0,7.0,11.0,9.0,8.0,8.0,8.0,693.0,768.0,59.0,170.0,11241.0,11639.0,1.0,1.0,57762.0,42662.0,0,0.0,1.0,9,13
301,8115,85.58217738545608,0.2942412778478352,12.147961328289197,0.7145859604875998,0.33627574611181166,0.0,23.917612442202607,19.33585540142917,40325.0,13.6,0,23.8,0,0,0.0,8115,2379,2372,2372,2342,2330,2385,2407,14.1,12.1,-2.0,5.8,5.1,-0.7,8.0,8.8,448.651544262723,441.699892597613,-1.5494545274626896,18.85882909889546,18.566620117596173,107.982165284088,117.343296415219,8.669145600574874,4.538972899709457,4.932463069155906,10.8297975499711,20.2143942702485,86.65532921529491,0.9908323467494146,1.8494413787967523,18.764350076113,1.7167749383451967,79.1779710492607,76.0026950140506,-4.010302351944079,3.328203911276196,3.194732871544792,100.938926483716,100.822075771496,-0.11576377547352927,4.242914101879613,4.238002344325179,405.807717610933,17.057911627193487,2.00000004377216,0.08406893836789239,52.4060259785863,2.2028594358380116,3.89217400340476,0.1636054646239916,1.0,0.04203446826397646,0.0,0.0,29.000000451563,1.218999598636528,0.9400685,1.079599,1,1,4,4,-1.0,-1.0,8.54951994794736,0.0,1.0,0,0,0,1,6.931619261463329,3.3906561901295573,0.3698291272142557,-1.0,-1.0,1.6668609277543014,0.7939001651952305,0,6.0,21.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,13,19
1540,29117,94.67588022375782,2.4021059559065483,1.1911813096413295,0.2632444883185258,0.29615004935834155,0.019743336623889437,18.20335636722606,21.90852254030931,40808.0,18.8,0,26.2,0,0,0.0,29117,15195,15134,15055,14914,15073,15010,15235,20.9,20.8,-0.1,6.9,7.9,1.0,8.3,9.0,1618.6050033406,1748.01319285354,7.9950444516023085,10.652221147355052,11.503870963169069,491.919183984242,597.292096439661,21.420777210183875,3.2373753470499635,3.9308463075989537,66.9457854046367,138.556003291908,106.96747742138157,1.1402790905235343,2.360006869220031,68.9112656305968,1.1737568664724374,404.215521668136,385.886166091591,-4.5345501580202825,2.6601877042983615,2.5395601585494636,309.711837600305,432.138731513931,39.529291118546986,2.0382483553820663,2.84395348150004,1706.49017440329,11.230603319534648,13.7728985047142,0.09064099048841198,5.79435595823452,0.03813330673402119,6.95054924229044,0.045742344470486605,1.73010307922959,0.011386002495752483,0.0,0.0,19.0694717117876,0.12549833308185324,0.873642,0.9790413,4,4,13,10,270744.0569142857,273499.6643478261,12.865107500410309,0.0,1.0,0,0,0,0,9.923257364959849,4.6149253608675815,0.6642534311514493,-1.0,-1.0,2.2154437862527763,1.0990853879038844,0,21.0,73.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,50.0,26.0,-1.0,3.0,1.0,1.0,9780.0,44736.0,0,0.0,0.0,15,20
1071,21159,89.20256787067832,6.821873308067136,3.0010054915306674,0.1701601051898832,0.3403202103797664,0.0,11.230566942532292,21.33188955062263,29198.0,40.0,1,45.3,1,0,0.0,21159,12929,12886,12788,12695,12554,12352,12002,15.6,17.6,2.0,6.2,7.3,1.1,8.0,10.0,38.6089694430848,5.05276608467102,-86.91297344229939,0.29862301371401345,0.03908087311215887,19.0277497788593,3.11317849159241,-83.6387458960003,0.14717108654079433,0.024079035436556654,422.460093775251,362.379466221969,-14.221610144612837,9.35474078333151,8.024346019087002,0.734321147203445,0.016260432843300376,4.22625204355245,1.05580186843872,-75.0180098688282,0.03268815874044745,0.008166152590600356,2.18150484255875,0.52790093421936,-75.80106521330617,0.016872958794638026,0.004083076295300178,5.05276608467102,0.03908087311215887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136671,0.9925836,8,8,4,2,303663.321509434,272319.3365975104,14.493977201579275,0.0,1.0,1,1,0,1,11.870195019674167,6.396815356607275,0.7460409862665002,47608.5,51227.33,2.6254576560216147,1.2845439145672,0,2.0,-1.0,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21,29
1153,22083,61.34620024125452,35.734620024125455,1.6019300361881785,0.2605548854041013,0.2750301568154403,0.009650180940892641,14.398069963811821,25.500603136308808,34588.0,24.7,1,37.3,1,0,0.0,22083,20725,20885,20912,20875,20715,20529,20430,15.7,18.4,2.7,4.8,7.7,2.9,9.1,9.0,2235.65619820065,2326.32623958992,4.0556343798409165,10.787243417132208,11.224734569794547,974.762584228884,1330.37041913328,36.4814818149499,4.703317656110418,6.419157631523667,317.071677402364,347.086527150269,9.466266427138532,4.199068698216978,4.596563728648775,154.649346581567,2.0480644494976423,412.319949274921,694.686525526162,68.4823949818078,1.9894810580213318,3.3519253342637487,291.06500984068,277.974091861293,-4.497592474805727,1.4044150052626296,1.341250141670895,893.887023027512,4.313085756465679,1396.97882896233,6.7405492350413985,34.8849239329149,0.16832291403095248,6.10252130780646,0.029445217407992566,4.50630462355912,0.021743327496063305,0.0,0.0,24.8515635394404,0.1199110424098451,1.095938,0.9748207,10,8,6,8,355196.32739495795,292161.51719557197,19.481206049299544,0.0,1.0,1,1,0,0,11.74480234541797,5.733467411048052,0.7734561065907556,191663.6,-1.0,2.760492805826249,2.238598341499091,0,37.0,27.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,172.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19,25
2713,48385,72.46902387428226,0.6044122091266244,24.59957691145361,0.060441220912662436,0.695074040495618,0.3626473254759746,25.778180719250525,19.945602901178606,34031.0,19.4,1,34.6,1,0,0.0,48385,3309,3424,3370,3324,3355,3300,3389,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,3308.99998598426,3308.99998598426,0.0,99.99999957643578,99.99999957643578,1734.19202581151,1494.9151710936,-13.797598602492764,52.40834166852554,45.17724905087942,70.5054835727396,60.1579307852853,-14.676238305321126,5.131403462353683,4.378306461811158,151.27648998763,11.009933769114264,659.999999144808,659.999999144808,0.0,19.94560287533418,19.94560287533418,853.00000069086,853.00000069086,0.0,25.778180740128743,25.778180740128743,2995.99999260548,90.54094870370143,21.9999996988268,0.6648534209376489,814.000000558903,24.599576928344003,1.9999999826986,0.06044122038980356,36.999999845828,1.1181625822250831,12.0000002384186,0.36264733268113025,240.000001128861,7.25294654363436,1.003679,0.9831601,2,2,4,3,40519.68986301369,39975.781666666655,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,-1.0,-1.0,3.226930314170308,1.7289336306951872,0,-1.0,62.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,243.0,142.0,0.0,0.0,0.0,1.0,-1.0,0.0,0,0.0,0.0,17,27
323,12009,77.56433850593328,9.694392096816937,8.08703365625276,2.042416301051206,0.31451517917611377,0.07085333176290451,20.37484173021996,19.817952946026324,50352.0,13.4,0,21.3,0,1,0.0,12009,543376,544456,547753,551299,557299,567934,579130,14.8,12.7,-2.1,5.7,5.4,-0.3,9.3,9.4,215761.179046993,218701.811068225,1.362910619148749,39.707528313174116,40.24870643315587,58461.9169441382,66904.9978350966,14.442018552053252,10.759017134385434,12.312836384951966,3325.79078601802,4461.54747964348,34.14997414751111,1.447934967703716,1.9424043848473085,9483.3666598997,4.128731806027072,44239.3395462814,44071.2271636009,-0.3800065380827521,8.141570394401189,8.110631894599853,41614.9996643303,42232.5774471435,1.4840268840433168,7.658600980597285,7.772256678090954,183609.178094349,33.790446779826304,20787.6358686813,3.825644833169169,17311.0086461326,3.1858250357271203,4219.50275597342,0.7765346198531808,891.405578625529,0.1640494940198921,194.855140815027,0.03586009334512879,8999.23343728931,1.656170577517097,1.114266,0.9753885,341,343,429,480,277291.2152257612,232501.83954201042,15.65036529641155,1.0,1.0,1,1,0,1,8.26653123691498,3.87997042070177,0.8062888209481872,250535.0,141495.7,2.3866821642963503,1.329711820748101,0,275.0,367.0,7.0,6,1.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,-1.0,112.0,4799.0,1358.0,-1.0,76.0,0.0,0.0,0.0,125000.0,0,0.0,1.0,16,23
1453,28107,48.92672947820324,48.40810211196588,1.4233439940069728,0.17575705189154925,0.2016884202034172,0.0,12.709251735961043,26.922522834010433,35517.0,24.8,1,38.5,1,0,0.0,28107,34707,34511,34444,34421,34415,34152,34164,16.7,15.2,-1.5,7.6,6.7,-0.9,11.3,12.4,7890.99533870407,7049.95969119066,-10.65816936157932,22.736034052796466,20.312789037343073,4334.44151603885,3997.64274685976,-7.770292157197749,12.488666597628288,11.518260716454202,833.525138316053,1018.57265656219,22.20059236845372,6.492134421030088,7.933426719855051,521.396859427505,4.061039484597749,2117.73020413078,2038.83538246508,-3.725442528600192,6.1017379898313875,5.874421247774455,1041.24281698572,815.89282413237,-21.642405515527372,3.0000945543715103,2.3508019250651744,2698.15486384712,7.774094170764169,4213.91715268317,12.141404191325005,102.337099835548,0.2948601142004437,6.96811139862984,0.020076962568443945,12.2050006908045,0.03516581868442822,0.0,0.0,118.714547958468,0.3420478518986602,0.9703046,0.9722159,22,20,15,15,397010.67879017,358437.89093023253,18.567175445323524,0.0,1.0,1,1,0,1,12.853769684055885,6.815107823895268,1.2207197527815252,-1.0,-1.0,2.9892784893927247,1.4487525285454528,0,35.0,118.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,73.0,85.0,76.0,118.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,23,25
3042,54097,96.86649624804156,0.5978395316236497,1.0307578131442237,0.35045765646903604,0.2102745938814216,0.004123031252576894,16.67353838542096,20.63164838789478,40766.0,17.3,0,26.1,0,0,0.0,54097,24254,24261,24488,24629,24661,24726,24658,11.2,11.3,0.1,4.7,4.7,0.0,6.5,7.4,961.247401233894,1569.46021947642,63.273286092820705,3.9632530767456666,6.470933534577473,473.57295851944,659.418186638708,39.24320947300015,1.9525561083509526,2.7188017920289766,434.666697571123,258.50281531234,-40.52849763811453,4.5188345729402535,2.68741880977586,111.165801364133,1.1556897948241294,222.345098644002,346.673413467489,55.91682280460329,0.9167357905665128,1.4293453181639688,196.050443700397,313.166676264221,59.73780541032605,0.8083221064583038,1.291195993503014,1538.80631188075,6.34454651554692,6.02814685436897,0.024854237875686358,7.2769232399296,0.03000298194083285,2.52773838629946,0.01042194436505096,2.49898738716729,0.010303403097086212,0.0,0.0,19.5990374451503,0.0808074439067795,0.8691747,0.9561967,12,14,19,18,272535.7635714286,266417.92931034486,19.42120100354868,1.0,1.0,0,0,1,1,10.540649868121953,8.160236013986014,0.548660396675285,79870.66,115479.7,2.261290067717642,1.3254909637508894,0,95.0,80.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,52.0,31.0,40.0,13.0,19.0,0.0,0.0,0.0,9000.0,0,0.0,1.0,15,22
1095,21207,94.93879874750925,0.4497580415599203,3.330486763450043,0.2277255906632508,0.19356675206376317,0.0,17.364076288072873,22.334187304298318,31968.0,24.6,1,35.8,1,0,0.0,21207,17565,17676,17566,17725,17770,17636,17722,15.6,17.6,2.0,6.2,7.3,1.1,8.0,10.0,427.546284439541,179.107475402765,-58.10805007051992,2.4340807539968177,1.019683890707458,192.089788822,72.9956244251771,-61.99921668255959,1.0935940154967265,0.4155742922014068,307.333250374947,524.420812176112,70.63588516254518,4.1525908711653425,7.085810190192028,9.43511383118334,0.12748431064968707,77.0552741042484,37.4331164005598,-51.42043573822554,0.43868644522771644,0.2131119635670925,77.8889314667203,25.4068337413009,-67.3806877782673,0.4434325731097085,0.14464465551551892,172.162937141431,0.9801476637713123,3.36989823171098,0.01918530163228568,1.25870957225561,0.007166009520384913,0.0,0.0,0.999999975058017,0.0056931396245830735,0.0,0.0,2.57463995408034,0.014657785107203758,0.9703046,0.9722159,11,9,13,13,279331.4536,170166.90421404678,14.493977201579275,0.0,1.0,1,1,0,1,11.870195019674167,6.396815356607275,0.7460409862665002,93792.84,121069.5,2.6254576560216147,1.2845439145672,0,84.0,25.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,61.0,6.0,8.0,8.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,19,27
