,FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,FIPS ,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016",FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,MILK_PRICE10,SODA_PRICE10,FFR09,FFR14,FSR09,FSR14,REDEMP_SNAPS12,REDEMP_SNAPS16,PCT_SNAP16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,PCT_NSLP15,PCT_SBP15,PCT_SFSP15,REDEMP_WICS08,REDEMP_WICS12,PCT_WIC15,PCT_CACFP15,FDPIR12,DIRSALES07,DIRSALES12,FMRKT09,FMRKT16,FMRKT_SNAP16,FMRKT_WIC16,FMRKT_WICCASH16,FMRKT_SFMNP16,FMRKT_CREDIT16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16,FRESHVEG_ACRES07,FRESHVEG_ACRES12,ORCHARD_ACRES07,ORCHARD_ACRES12,BERRY_ACRES07,BERRY_ACRES12,SLHOUSE07,SLHOUSE12,GHVEG_SQFT07,GHVEG_SQFT12,FOODHUB16,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,Food_Insec,Food_Insec_Children
1014,21045,96.0576621748668,0.5014102162331557,2.369163271701661,0.16922594797869006,0.16922594797869006,0.0,16.126606079598872,23.59761830147289,33576.0,25.1,1,38.2,1,0,0.0,21045,15955,15958,16081,16092,15837,15815,15815,15.6,17.6,2.0,6.2,7.3,1.1,8.0,10.0,967.869522056572,703.501284197861,-27.31445012308784,6.066245829248336,4.409284137874403,577.886882407951,407.873736301982,-29.419796725192093,3.621979833330937,2.556400728937524,363.258512130719,367.446530485718,1.1529030195146288,5.71970574918468,5.785648409474382,56.8100878719761,0.8945061859860826,213.753650962956,164.091232879447,-23.233482964983647,1.3397283043745283,1.028462757000608,144.81902307908,111.462012068594,-23.033583780130215,0.9076717209594486,0.6986023946637042,675.772296955957,4.235489169263285,0.178605785818945,0.001119434571099624,15.2495460384845,0.0955784772076747,3.33089503082903,0.020876809970724098,1.04671847733334,0.006560441725686869,0.0,0.0,23.1727636719216,0.14523825554322534,0.9703046,0.9722159,4,3,7,6,123789.5127272727,101240.80808510643,14.493977201579275,0.0,1.0,1,1,0,1,11.870195019674167,6.396815356607275,0.7460409862665002,24419.36,16678.38,2.6254576560216147,1.2845439145672,0,169.0,262.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,119.0,5.0,14.0,20.0,10.0,1.0,1.0,-1.0,33146.0,0,0.0,0.0,15,22
816,19057,89.42095474271544,4.972101673899567,2.5840049597024177,0.7067575945443274,0.21822690638561687,0.04463732176069436,17.597024178549287,23.169249845009297,50125.0,14.7,0,22.6,0,0,1.0,19057,40325,40095,40265,40437,40143,39985,39739,13.5,14.8,1.3,6.3,6.1,-0.2,7.5,8.3,9843.70256964221,11346.952579712,15.271184794893996,24.41091771764962,28.13875407244141,2782.38835984611,3702.13848933618,33.0561377686665,6.899909137870081,9.180752608397222,235.187574285711,352.916126200141,50.057300974332406,1.3832122230530552,2.075610928660477,576.756583783406,3.3920871833406223,2196.94663423863,2657.21319460122,20.950284052853167,5.448100766865791,6.589493353009845,1957.37757364878,2030.37599073804,3.7293988687722783,4.854005142340434,5.0350303552090265,10662.2515468896,26.4407973884429,316.79545062995,0.7856055812274023,206.552508043541,0.5122194867787749,92.708431232837,0.22990311527051951,22.8803511408623,0.05673986643735225,6.20983448252082,0.015399465548718709,246.106981840453,0.6103086964425368,0.9485941,1.038527,32,32,30,31,433205.33007407415,288160.72130718955,12.083352341042646,1.0,1.0,0,0,0,1,12.218996113510713,3.145442855226753,0.5346843800007619,92113.0,83503.88,2.0321159550932983,1.412745738578616,0,31.0,21.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,6.0,54.0,-1.0,-1.0,0.0,0.0,0.0,6720.0,0,0.0,1.0,14,20
1983,37189,92.5390082029797,1.6738777188276983,3.353628692809178,0.9142700522719708,0.22905695099747447,0.02545077233305272,12.390610622760821,13.849135652616534,41762.0,25.3,0,18.9,0,0,0.0,37189,51079,51583,52062,52311,52407,53024,53922,16.6,14.2,-2.4,6.7,5.6,-1.1,10.0,10.2,3949.21350906343,3418.33618143608,-13.442608924764096,7.73157953182997,6.6922535316589595,1705.14304727523,1344.60309208912,-21.144264451140472,3.3382467301145873,2.632399013467609,427.360114339092,570.108378681689,33.40233670691421,2.094594492668196,2.794237997753708,105.760799513917,0.518359062460996,633.043554758626,606.115784080685,-4.253699524388701,1.2393421068513988,1.1866242175467119,476.41546623044,494.629267170407,3.8230918664502465,0.9327031974596997,0.9683612975399029,3237.21487067884,6.337662974370758,44.1057524689522,0.08634811266656002,177.418375453738,0.3473411293363966,29.0798578442918,0.05693114165173908,8.36691771946698,0.01638034753904143,0.0,0.0,99.5687856984023,0.19493096125296538,1.062503,0.9009972,39,39,68,82,168715.52594594593,125580.01788990825,15.440570947180527,0.0,1.0,1,1,0,1,9.000933630873137,4.539693021927546,0.6285397242721703,58103.22,51893.33,2.477991202056956,1.2387354644649968,0,88.0,189.0,2.0,4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,130.0,50.0,65.0,5.0,12.0,1.0,0.0,-1.0,8634.0,0,0.0,1.0,18,23
1644,30095,95.29450477130635,0.09871668311944717,2.347263354173522,0.30711856970494683,0.5923000987166831,0.010968520346605243,16.397937918174836,22.96808160579138,60052.0,9.1,0,10.3,0,0,0.0,30095,9117,9173,9209,9315,9298,9483,9406,14.1,12.2,-1.9,5.6,5.6,0.0,8.4,9.0,1446.16166809409,1457.7079175897,0.7984065509651448,15.862253680970603,15.988898953490182,529.293255583521,421.919416604404,-20.28626623264686,5.8055638431887795,4.627831705653219,35.5249051042945,51.5160715645329,45.01395968065592,0.9358510301447444,1.3571146355251027,53.0714282280723,1.3980882041114937,288.449918657671,291.015284011067,0.8893624811316303,3.1638688017732917,3.192007063848492,276.388015641715,278.386270551711,0.7229889853785626,3.0315675731239993,3.0534854727619942,1404.21210211862,15.402129013037403,0.0,0.0,30.9065249719428,0.33899884799761765,2.08721525889996,0.02289366303498914,12.8552556980608,0.14100313368499287,0.261675482557621,0.0028701928546410117,38.2916750321076,0.4200030166952681,0.9400685,1.079599,2,3,9,6,68900.91,49672.61500000001,11.299447492614052,0.0,1.0,0,0,1,1,7.926020432760959,3.031227988990744,0.874873783700841,-1.0,-1.0,1.7886249272713366,1.3347948446631923,0,70.0,121.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,10,15
1877,36101,94.42974037781595,1.5021719365592485,1.3849883826649156,1.1627437114860089,0.1949691888069502,0.014142842711384988,15.878371552682088,23.434690372764926,47352.0,15.4,0,22.7,0,0,0.0,36101,98990,99272,99064,98952,98253,97546,96940,15.2,14.4,-0.8,5.9,5.7,-0.2,8.0,9.5,11349.3922814187,8214.43328382872,-27.622263112030822,11.465190707565108,8.298245564025367,4165.93699445308,2933.36725812407,-29.58685496132489,4.208442261292131,2.963296553312526,1461.30817640613,1389.26274955126,-4.930200762446641,3.6221202072331202,3.4435424091593796,460.885509636615,1.14238922674156,2622.11679904125,1886.49727944798,-28.054414656976444,2.6488703899800488,1.9057453070491768,2084.3857323285,1626.59063758168,-21.963069869769736,2.105652825869785,1.6431868245092234,7800.51797719613,7.880107058486847,163.033534228867,0.1646969736628619,115.022523339425,0.11619610398972119,141.047820982169,0.1424869390667431,20.806446807459,0.021018736041477925,0.0846580844372511,8.552185517451369e-05,88.9428499435693,0.08985033836101557,0.8691747,0.9561967,44,46,83,89,223117.3124919094,184101.65559580555,15.017085847667259,0.5,1.0,1,1,1,1,8.580160942293238,3.4013873726995802,2.217284472239579,96346.22,92127.23,2.3836813765107947,1.6439176388556538,0,564.0,986.0,5.0,6,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,1751.0,844.0,2055.0,2107.0,133.0,143.0,0.0,1.0,0.0,13600.0,0,0.0,1.0,13,23
1928,37079,46.98998221140342,36.99091845332834,14.296414193427582,0.3136410448459882,0.4587585432075649,0.009362419249133976,12.475423649471024,23.181350060855724,35060.0,25.4,0,34.5,1,0,0.0,37079,21362,21679,21392,21217,21236,21190,21168,16.6,14.2,-2.4,6.7,5.6,-1.1,10.0,10.2,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,248.89040743852,336.691308031261,35.27693232389009,3.4033967925409545,4.604010775759073,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.082025,0.9486629,5,5,4,8,176317.66187500005,166349.55605633807,15.440570947180527,0.0,1.0,1,1,0,1,9.000933630873137,4.539693021927546,0.6285397242721703,70963.34,65872.66,2.477991202056956,1.2387354644649968,0,709.0,263.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0,0.0,1.0,18,24
2538,48035,80.72150230617176,1.5209751811992094,16.06632989237865,0.2086536349659565,0.4063254996705469,0.010981770261366132,21.106962442345704,22.90248188007907,47135.0,15.0,0,24.6,0,0,0.0,48035,18212,18253,18118,17880,17761,17910,18097,18.4,15.4,-3.0,6.2,6.0,-0.2,12.6,12.8,4234.29965519792,1762.38197610439,-58.37843044620298,23.250053015582694,9.677036987175434,1392.89607092098,641.683679743079,-53.93169001339784,7.648232324406874,3.523411375703267,142.079963272651,149.79149361559,5.427598772770371,1.9586430007258202,2.0649502841961676,65.8239931136468,0.9074165028073711,1068.7862588667,383.202353569651,-64.14602541990163,5.868582576689546,2.104120105258352,683.646054317128,363.44237012838,-46.83764093520428,3.7538219543000655,1.9956203059981332,1622.31515951918,8.907946186685592,12.3041007957654,0.06756040410589391,181.999067389829,0.9993359729289975,7.34341403018698,0.0403218429068031,7.95960341568571,0.04370526804132281,0.0,0.0,112.45969336315,0.6175032580888974,1.01769,1.001391,5,10,7,6,68915.34675496687,53847.91048951049,13.514336567920662,1.0,1.0,1,1,1,1,12.302087652335638,6.926455590449695,0.5084728979609608,56619.55,44640.28,3.226930314170308,1.7289336306951872,0,203.0,192.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,3.0,1027.0,1043.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,17,26
204,6039,38.03400391078116,3.3201869220826565,53.685082689822025,1.6789845225864182,1.1864912338845988,0.07092433632717993,11.442017697941868,28.40221389984423,46593.0,22.6,0,32.3,1,1,0.0,6039,150865,151962,151947,151811,154071,154306,154697,15.6,12.6,-3.0,5.7,4.5,-1.2,10.4,10.8,29905.61135545,31476.8511905402,5.253996704547749,19.82276297050343,20.864250283723994,11364.8438388681,14151.7013348623,24.521740338068394,7.533121558259438,9.380374066126869,745.447455805351,958.423627141368,28.570245921079213,1.7209120110011102,2.2125808046295172,1449.60106629156,3.3464946009454954,8352.3130715021,9014.22256611808,7.92486451297426,5.536282816758095,5.975025729041248,2524.66578815715,2532.55082560992,0.31232005003425467,1.673460238065257,1.678686789918086,19028.8068598883,12.613135491922117,1706.73279901673,1.1312980472718857,18310.7324561626,12.137163991755942,619.598162357405,0.4106970883620489,657.406864336983,0.43575836962647596,23.4098535712401,0.015517087178099692,9440.89670815014,6.25784423700006,0.9964433,1.130546,65,78,54,53,289513.14228398795,280638.72969258594,10.961725188552148,0.5,1.0,0,0,1,1,8.35833883912808,4.321251019228138,0.3271212041399707,241221.4,185474.8,3.2316033504102637,1.438477118478364,2,1734.0,1287.0,2.0,8,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,-1.0,3264.0,191155.0,222444.0,23.0,95.0,0.0,0.0,-1.0,17500.0,1,0.0,1.0,12,25
1438,28077,66.2618918709877,30.63655348441488,2.1192667646376364,0.25524015778482484,0.1314873540103643,0.0,14.86580555340707,25.261041070461754,39460.0,20.9,0,31.8,1,0,0.0,28077,12929,12672,12612,12512,12522,12618,12749,16.7,15.2,-1.5,7.6,6.7,-0.9,11.3,12.4,2636.69254814209,1979.52682065369,-24.9238663776504,20.393630970238146,15.31074963766486,1193.56331563293,912.706619877878,-23.53094235357909,9.231675424494778,7.059375202087385,302.802441203244,280.269536707908,-7.441454040395818,5.963025624325404,5.519289813074202,109.101496923624,2.1485131335884993,680.48329307302,503.726921634952,-25.97512286302391,5.26323221496651,3.896101180562704,399.607422517587,304.150875113946,-23.887581167099047,3.0907836841023046,2.352470222862913,1434.77275191554,11.09732192679666,503.428506225559,3.893793071587586,18.1670169090612,0.1405137049196473,12.8716957905863,0.09955677771356099,1.99547785409959,0.015434123707166758,1.99999998137355,0.015469100327740352,24.4583864789527,0.1891746189106095,1.136671,0.9925836,8,6,4,2,166476.88315789474,145254.88208530808,18.567175445323524,0.0,1.0,1,1,0,1,12.853769684055885,6.815107823895268,1.2207197527815252,-1.0,-1.0,2.9892784893927247,1.4487525285454528,0,57.0,-1.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,5.0,29.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19,26
486,13205,46.36139245893268,47.59979572729594,4.374840411949953,0.5106817601497999,0.25534088007489997,0.017022725338326668,13.137288279853603,24.836156268618605,34139.0,28.0,1,38.1,1,0,0.0,13205,23498,23448,23126,23040,22774,22493,22459,16.9,14.9,-2.0,6.5,5.6,-0.9,9.2,10.5,4795.01310618602,2991.66038023321,-37.60892172799933,20.406047775070306,12.731553239565962,2250.08652985255,1902.83655524585,-15.432738696918276,9.575651246287132,8.09786601091944,456.417316966509,480.417070176297,5.258291549781189,5.666260918268269,5.964209437322123,162.880420796654,2.022103299772241,916.027269905372,376.97585161121,-58.846656208154954,3.898320154504094,1.6042890952898543,386.616172356811,212.187168968598,-45.11684090318683,1.645315228346289,0.9030009744173888,1173.55274251412,4.994266501464465,1766.89978651653,7.519362441554728,149.046489929768,0.634294365179028,9.00626146886498,0.038327778827410716,0.257191420765594,0.001094524728766678,0.0,0.0,41.9443873358077,0.17850194627546045,1.082025,0.9486629,11,15,14,9,234415.87159663867,250347.888,16.41494762894565,1.0,0.0,0,0,1,1,12.101522114840536,6.1374335125493635,0.991095325829233,119013.3,119260.0,2.58739636862375,1.3873636055707077,0,173.0,32.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5795.0,-1.0,7815.0,13868.0,-1.0,3.0,0.0,0.0,0.0,0.0,0,0.0,1.0,22,27
2126,39169,94.69961578763535,1.474851554313657,1.5717778553964372,0.7544533705902899,0.13272790778903248,0.019210618232623124,14.571253929444639,25.449703108627315,52717.0,11.3,0,16.9,0,0,0.0,39169,114520,114654,115045,115317,115796,116108,116470,16.1,16.1,0.0,7.1,6.6,-0.5,8.2,8.6,18208.4034007877,18588.2530210001,2.0861226097174703,15.899758470824048,16.231446927174378,5140.89817881348,5767.36893004059,12.186017490268602,4.489083285726057,5.036123760077358,2256.4985191653,2273.6317832922,0.7592854141662715,5.292224117372531,5.332407203180731,847.650560634005,1.9880167002064006,4090.43747552917,4175.79015349844,2.086639350433497,3.5718105794002533,3.6463413844729655,3239.0169212261,3298.53678394498,1.8375903604834976,2.8283417055764057,2.8803150401196125,17812.183998804,15.553775758648273,254.722718056782,0.22242640417113346,256.057132103043,0.2235916277532684,132.209163044337,0.11544635264088107,31.5314275102101,0.02753355528310348,2.00000002607703,0.001746419862100096,355.605682474333,0.3105184094257186,0.8643396,0.9602624,55,71,69,62,272104.1474594595,188498.72904645477,13.791816398526205,0.0,1.0,0,0,1,1,8.916841497980398,3.7983394215469457,0.4367273972540223,138455.1,88140.26,2.1027449590013214,0.9947110339475278,0,1392.0,1293.0,7.0,6,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,768.0,-1.0,354.0,348.0,66.0,84.0,4.0,4.0,57552.0,19208.0,1,0.0,1.0,13,21
89,2230,90.08264462809917,0.0,2.169421487603306,0.5165289256198348,3.512396694214876,0.10330578512396695,9.090909090909092,15.702479338842975,65878.0,3.7,0,6.3,0,0,1.0,2230,968,958,990,1004,1031,1058,1088,12.1,13.3,1.2,4.4,4.4,0.0,7.4,8.0,2.99995376171291,2.99995376171291,0.0,0.3099125786893502,0.3099125786893502,0.935469439518493,0.488926064008091,-47.734683426991246,0.09663940490893523,0.05050889090992675,1.20289745843042,2.50365889067312,108.13568713828492,0.27589391248404127,0.5742336905213578,0.0621547385096134,0.014255673970094819,0.0,0.0,0.0,0.0,0.0,0.700643730133101,0.700643730133101,0.0,0.07238055063358481,0.07238055063358481,2.99995376171291,0.3099125786893502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,2,0,10,-1.0,-1.0,11.55515477952376,0.0,0.0,0,0,0,0,7.260915615791299,3.400615222525568,0.7922191887675506,-1.0,-1.0,2.6653774484312707,1.4607303042121684,0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0,-1.0,0.0,15,19
2045,39007,90.76721479452594,3.4158645083105905,3.39024798762525,0.36651329595948645,0.20493216548272364,0.016749263525030297,15.642826881582709,23.65291584972955,44258.0,18.6,0,28.6,0,0,0.0,39007,101497,101080,100251,99739,99112,98544,98231,16.1,16.1,0.0,7.1,6.6,-0.5,8.2,8.6,16941.1845320944,20657.0305335266,21.933802765637044,16.691315538483305,20.35235576768436,7867.37739697057,10569.5145190179,34.34609763461736,7.751339839572174,10.413622588862626,1308.30527181877,1826.69280620953,39.622826992825,3.323692990419353,4.6406341137858655,2160.83121497927,5.489498297841298,3991.21644433346,4913.64075887453,23.111357838051706,3.9323491771515022,4.8411684669246675,3045.3526455226,3532.81056293325,16.006616446450955,3.0004361168533062,3.4807044177988016,17907.3941036403,17.643274287555595,1293.21624285047,1.274142332138359,1460.67828700356,1.4391344443713212,70.3908852895693,0.0693526757338338,88.7445727641576,0.08743566092018247,8.91694052953972,0.008785422750957882,1288.36780512415,1.2693654050111334,0.8643396,0.9602624,73,86,74,79,329275.073213949,257617.99248937983,13.791816398526205,0.0,1.0,0,0,1,1,8.916841497980398,3.7983394215469457,0.4367273972540223,136484.2,103569.4,2.1027449590013214,0.9947110339475278,0,1091.0,727.0,3.0,7,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1064.0,1056.0,21.0,30.0,3.0,2.0,-1.0,12088.0,0,0.0,1.0,16,25
4,1009,88.88733819475942,1.2630403684449252,8.070199923240642,0.20062105299884864,0.49719130525801614,0.03140155612155891,14.722096228324203,24.608352813928335,50487.0,14.7,0,22.2,0,1,0.0,1009,57322,57707,57772,57746,57621,57676,57704,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,1548.17555923387,3724.42824233857,140.56885668584255,2.700840094961568,6.497380137361867,609.02770839259,1650.95948166117,171.08117724537624,1.0624676535930184,2.8801498232112803,705.466782736982,719.93144402445,2.050367450519748,3.269379843993799,3.3364141441489017,175.370338437865,0.8127274929922376,384.911607351067,910.686113009206,136.5961679556717,0.671490191115221,1.5887200603768292,195.049051213748,505.914282447697,159.37797661639576,0.34026909600807365,0.8825830962766426,3387.24126576124,5.909147039114545,95.8426872727741,0.16720052906872424,497.489891290528,0.8678864856259867,8.42899439623579,0.014704641143427986,28.9382422310082,0.05048365763757057,1.06285117741209,0.0018541767164650393,202.91418653419,0.35399006757299123,0.9703046,0.9722159,24,21,19,15,229730.02263157893,141304.90067256632,16.97643575350071,0.0,1.0,0,0,0,1,10.93452934248121,5.2329982595108975,1.0271087814950426,102945.9,149110.0,2.7193521519644355,1.055597276711836,0,429.0,495.0,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,581.0,654.0,193.0,176.0,28.0,38.0,0.0,0.0,-1.0,0.0,0,0.0,1.0,11,24
62,1125,65.0434612855499,29.488430872924543,3.0561606115403586,1.177975505507151,0.23374568469505178,0.03904323524576689,10.81394870951833,21.466587210258094,47868.0,20.0,0,25.1,0,1,0.0,1125,194656,196696,198581,200681,202671,204321,206102,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,39478.4576159633,34859.5802446893,-11.699741201151525,20.2811408926328,17.908299895553846,14355.3079013755,12641.0434944568,-11.941676338091233,7.37470609761605,6.494042564553264,1715.59723840257,1416.14572933136,-17.454650915038535,2.2531845371121606,1.8598990416876058,1513.17780714074,1.987336398445962,8714.44948408639,7647.39851991719,-12.244617013590592,4.476846069007063,3.9286734135691628,4468.79408651064,3919.35069990074,-12.295115325819836,2.295739194533249,2.013475412985338,21741.210392286,11.169041998338608,11864.1931226243,6.094953724839871,858.92989138781,0.4412552869615167,375.834056909929,0.19307601970138552,120.260710289241,0.06178114740323494,6.65041102201212,0.0034164942370192137,751.431538102703,0.3860305041214774,0.9703046,0.9722159,158,161,104,110,316755.50727272726,253898.37365292423,16.97643575350071,0.0,1.0,0,0,0,1,10.93452934248121,5.2329982595108975,1.0271087814950426,155195.6,176809.2,2.7193521519644355,1.055597276711836,0,277.0,156.0,2.0,3,2.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,105.0,125.0,8.0,13.0,6.0,4.0,2.0,1.0,-1.0,-1.0,0,0.0,0.0,18,22
587,16075,81.28011315917429,0.18123149007647085,14.865402466516379,0.8265924059585378,0.8177518454670025,0.06630420368651373,15.303010210847368,28.661097113557,44499.0,15.7,0,22.0,0,0,0.0,16075,22623,22559,22672,22553,22775,22837,23026,12.6,10.6,-2.0,4.8,4.5,-0.3,9.7,8.7,5406.80126298101,5406.7873544366,-0.0002572416431322442,23.89957681554617,23.899515335882068,1989.12538517779,2232.82338552787,12.2515152722913,8.792491646456217,9.869705103336738,145.709694299252,142.7311713913,-2.0441487591311818,1.7636128576525296,1.7275619873069474,273.196337821769,3.306661072643053,1648.14109788091,1648.14109788091,0.0,7.28524553720068,7.28524553720068,772.811055888577,772.811055888577,0.0,3.4160414440550637,3.4160414440550637,4740.79365741894,20.955636553149183,14.0617496372433,0.06215687414243602,970.341541379959,4.289181547009499,35.6732857295501,0.15768592021195288,61.7848679576491,0.27310643132055473,6.58279276499525,0.02909778882109026,547.891013265005,2.4218318227688855,0.7219861,1.008887,10,12,13,7,121846.52737864076,99613.03004524884,10.908005275853466,0.0,0.0,0,0,1,1,9.486306345283486,4.680844561401389,1.1949145885324455,97866.4,121732.2,2.447621150139281,0.7053017348165783,0,571.0,353.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1334.0,1019.0,1239.0,945.0,-1.0,24.0,0.0,1.0,0.0,0.0,0,0.0,1.0,13,18
813,19051,97.74934308237175,0.0799725808294299,0.9710956243573632,0.27419170570090257,0.19421912487147264,0.0,17.05700902547698,29.132868730720894,49851.0,12.7,0,21.0,0,0,0.0,19051,8753,8760,8697,8762,8745,8777,8860,13.5,14.8,1.3,6.3,6.1,-0.2,7.5,8.3,1161.74682705807,955.733717748634,-17.733046866254828,13.27255600431932,10.918927427723455,474.877586671303,536.89108054472,13.058837817153293,5.425312312022198,6.133795047923226,251.512687117539,263.289136322013,4.682248573397229,7.857316061153983,8.225215130334677,41.7593514152099,1.3045720529587599,326.005857133796,244.20264439424,-25.09255921312578,3.724504251500011,2.789930816796984,197.426227471155,176.131035677452,-10.786404656804951,2.2555264191837656,2.0122362124694617,933.191722712333,10.661392924852429,0.0193848304916173,0.00022146498905080888,2.9434311685618,0.0336276838633817,8.00000000824366,0.09139723532781516,1.13461447260897,0.012962578231565979,0.0,0.0,13.3879954090571,0.15295322071355077,0.9485941,1.038527,2,4,8,4,71467.78266666667,64889.673488372086,12.083352341042646,1.0,1.0,0,0,0,1,12.218996113510713,3.145442855226753,0.5346843800007619,-1.0,-1.0,2.0321159550932983,1.412745738578616,0,153.0,121.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,62.0,4.0,16.0,3.0,4.0,1.0,1.0,19268.0,105918.0,0,0.0,1.0,13,22
